scene_source_id,scene_editor_id,quest_source_id,quest_editor_id,action_index,actor_alias_id,actor_alias_name,start_phase,end_phase,flags,package_source_id,package_editor_id,package_record_type
Glenmoril.esm:009C97,zzzGHMq01Sc04,Glenmoril.esm:009B59,zzzGHMq01,1,10,Felix,1,1,,Glenmoril.esm:009C98,zzzGHMq01FelixCloseToPlayer,PACK
Glenmoril.esm:009C97,zzzGHMq01Sc04,Glenmoril.esm:009B59,zzzGHMq01,2,10,Felix,2,5,,Glenmoril.esm:009C98,zzzGHMq01FelixCloseToPlayer,PACK
Glenmoril.esm:00E447,zzzGHMq02Sc03Plan,Glenmoril.esm:00E3EC,zzzGHMq02,1,2,Ozwald,0,1,,Glenmoril.esm:00FA93,zzzGHMq02OzwaldMoveToRomion,PACK
Glenmoril.esm:00E447,zzzGHMq02Sc03Plan,Glenmoril.esm:00E3EC,zzzGHMq02,2,1,Romion,0,1,,Glenmoril.esm:00E449,zzzGHMq02RomionTalkToOzwald,PACK
Glenmoril.esm:00E447,zzzGHMq02Sc03Plan,Glenmoril.esm:00E3EC,zzzGHMq02,4,2,Ozwald,2,11,,Glenmoril.esm:00E448,zzzGHMq02OzwaldTalkToRomion,PACK
Glenmoril.esm:00E447,zzzGHMq02Sc03Plan,Glenmoril.esm:00E3EC,zzzGHMq02,5,1,Romion,2,11,,Glenmoril.esm:00E449,zzzGHMq02RomionTalkToOzwald,PACK
Glenmoril.esm:00E417,zzzGHMq02Sc02Order,Glenmoril.esm:00E3EC,zzzGHMq02,1,2,Ozwald,0,0,,Glenmoril.esm:00E418,zzzGHMq02OzwaldTravelToOrderPoint,PACK
Glenmoril.esm:00E417,zzzGHMq02Sc02Order,Glenmoril.esm:00E3EC,zzzGHMq02,2,3,ChickTrader,0,0,,Glenmoril.esm:00E419,zzzGHMq02ChickTraderTravelToOrder,PACK
Glenmoril.esm:00E417,zzzGHMq02Sc02Order,Glenmoril.esm:00E3EC,zzzGHMq02,3,2,Ozwald,1,10,,Glenmoril.esm:00E418,zzzGHMq02OzwaldTravelToOrderPoint,PACK
Glenmoril.esm:00E417,zzzGHMq02Sc02Order,Glenmoril.esm:00E3EC,zzzGHMq02,4,3,ChickTrader,1,10,,Glenmoril.esm:00E419,zzzGHMq02ChickTraderTravelToOrder,PACK
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,1,5,Ozwald,0,0,,Glenmoril.esm:009CF6,zzzGHMq01OzwaldLeanWall,PACK
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,2,6,Romion,0,0,,Glenmoril.esm:009CF7,zzzGHMq01RomionStayNearPlayer,PACK
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,3,5,Ozwald,1,9,,Glenmoril.esm:009CF6,zzzGHMq01OzwaldLeanWall,PACK
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,4,6,Romion,1,12,,Skyrim.esm:0CA348,,
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,19,6,Romion,13,13,,Glenmoril.esm:009CF7,zzzGHMq01RomionStayNearPlayer,PACK
Glenmoril.esm:009CF5,zzzGHMq01Sc07,Glenmoril.esm:009B59,zzzGHMq01,20,5,Ozwald,10,13,,Glenmoril.esm:009D16,zzzGHMq01OzwaldStopLeanWall,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,1,0,D8284,0,0,,Glenmoril.esm:0146C4,zzzGHSkit04D8284MeetHoney,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,2,1,Honey,0,0,,Glenmoril.esm:0146C5,zzzGHSkit04HoneyMeetYatsu,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,3,0,D8284,1,7,,Glenmoril.esm:0146C4,zzzGHSkit04D8284MeetHoney,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,4,1,Honey,1,7,,Glenmoril.esm:0146C5,zzzGHSkit04HoneyMeetYatsu,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,12,0,D8284,8,8,,Glenmoril.esm:0146D4,zzzGHSkit04DweBackToDark01,PACK
Glenmoril.esm:0146C3,zzzGHSkit04Sc01,Glenmoril.esm:0146C0,zzzGHSkit04,13,1,Honey,8,8,,Glenmoril.esm:0146D4,zzzGHSkit04DweBackToDark01,PACK
Glenmoril.esm:012A33,zzzGHMq03S01ScEnd,Glenmoril.esm:012962,zzzGHMq03Sub01,1,0,Brandt,0,0,,Glenmoril.esm:012A34,zzzGHMq03S01BrandLeanWall,PACK
Glenmoril.esm:012A33,zzzGHMq03S01ScEnd,Glenmoril.esm:012962,zzzGHMq03Sub01,2,1,Lalanoah,0,0,,Glenmoril.esm:012A35,zzzGHMq03S01LalanoahListenBrandt,PACK
Glenmoril.esm:012A33,zzzGHMq03S01ScEnd,Glenmoril.esm:012962,zzzGHMq03Sub01,3,0,Brandt,1,11,,Glenmoril.esm:012A34,zzzGHMq03S01BrandLeanWall,PACK
Glenmoril.esm:012A33,zzzGHMq03S01ScEnd,Glenmoril.esm:012962,zzzGHMq03Sub01,4,1,Lalanoah,1,11,,Glenmoril.esm:012A35,zzzGHMq03S01LalanoahListenBrandt,PACK
Glenmoril.esm:012A0C,zzzGHMq03S01ScDefeat,Glenmoril.esm:012962,zzzGHMq03Sub01,1,5,Kuma,0,0,,Skyrim.esm:0CA348,,
Glenmoril.esm:012A0C,zzzGHMq03S01ScDefeat,Glenmoril.esm:012962,zzzGHMq03Sub01,2,5,Kuma,1,4,,Skyrim.esm:0CA348,,
Glenmoril.esm:012A0C,zzzGHMq03S01ScDefeat,Glenmoril.esm:012962,zzzGHMq03Sub01,3,0,Brandt,0,0,,Glenmoril.esm:012A0D,zzzGHMq03S01BrandtCloseToKuma,PACK
Glenmoril.esm:012A0C,zzzGHMq03S01ScDefeat,Glenmoril.esm:012962,zzzGHMq03Sub01,4,0,Brandt,1,3,,Skyrim.esm:0CA348,,
Glenmoril.esm:012A0C,zzzGHMq03S01ScDefeat,Glenmoril.esm:012962,zzzGHMq03Sub01,9,0,Brandt,4,4,,Glenmoril.esm:012A16,zzzGHMq03S01BrandtRunAway,PACK
Glenmoril.esm:007E71,zzzLrhMq04Sc01,Glenmoril.esm:007E5E,zzzLrhMq04,1,0,Brandt,0,0,,Glenmoril.esm:007E72,zzzLrhMq04BrandtMovetoAccidentSite,PACK
Glenmoril.esm:007E71,zzzLrhMq04Sc01,Glenmoril.esm:007E5E,zzzLrhMq04,2,0,Brandt,1,1,,Glenmoril.esm:007E73,zzzLrhBrandtStayAccidentSite,PACK
Glenmoril.esm:007E71,zzzLrhMq04Sc01,Glenmoril.esm:007E5E,zzzLrhMq04,5,0,Brandt,2,3,,Glenmoril.esm:007E73,zzzLrhBrandtStayAccidentSite,PACK
Glenmoril.esm:0E9E6E,zzzLaMMq02ScEH01,Glenmoril.esm:0E9E2A,zzzLaMMq02,7,0,OzwaldESS,0,1,,Skyrim.esm:0CA348,,
Glenmoril.esm:0E9E6E,zzzLaMMq02ScEH01,Glenmoril.esm:0E9E2A,zzzLaMMq02,9,0,OzwaldESS,2,5,,Glenmoril.esm:0E9E7A,zzzLamMq02OzwaladFrontEH01,PACK
Glenmoril.esm:0E9E6E,zzzLaMMq02ScEH01,Glenmoril.esm:0E9E2A,zzzLaMMq02,10,0,OzwaldESS,6,6,,Glenmoril.esm:0E9E7B,zzzLaMMq02OzwaldDrownWeaponEH01,PACK
Glenmoril.esm:0E9E46,zzzLaMMq02ScInspect05,Glenmoril.esm:0E9E2A,zzzLaMMq02,2,0,OzwaldESS,0,0,,Glenmoril.esm:0E9E4A,zzzLamMq02OzwaldGoToDrop,PACK
Glenmoril.esm:0E9E46,zzzLaMMq02ScInspect05,Glenmoril.esm:0E9E2A,zzzLaMMq02,3,0,OzwaldESS,1,1,,Glenmoril.esm:0E9E4A,zzzLamMq02OzwaldGoToDrop,PACK
Glenmoril.esm:36C623,zzzRevBQ05Sc01,Glenmoril.esm:36C620,zzzRevBossQuest05,1,0,BeastESS,1,1,,Glenmoril.esm:36C624,zzzRevBq05BeastRunAway01,PACK
Glenmoril.esm:36C623,zzzRevBQ05Sc01,Glenmoril.esm:36C620,zzzRevBossQuest05,3,0,BeastESS,0,0,,Glenmoril.esm:377F52,zzzRevBq05BossShoutToPlayer,PACK
Glenmoril.esm:014CCF,zzzGHMq04Sub01ScRod,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:014CD0,zzzGHMq04S01LalanoahFindRod,PACK
Glenmoril.esm:014CCF,zzzGHMq04Sub01ScRod,Glenmoril.esm:014C39,zzzGHMq04Sub01,2,1,Brandt,1,3,,Glenmoril.esm:014CD1,zzzGHMq04S01BrandtFindRod,PACK
Glenmoril.esm:014CCF,zzzGHMq04Sub01ScRod,Glenmoril.esm:014C39,zzzGHMq04Sub01,3,0,Lalanoah,1,11,,Glenmoril.esm:014CD0,zzzGHMq04S01LalanoahFindRod,PACK
Glenmoril.esm:014CCF,zzzGHMq04Sub01ScRod,Glenmoril.esm:014C39,zzzGHMq04Sub01,8,1,Brandt,4,11,,Glenmoril.esm:014CDA,zzzGHMq04S01BrandtAskOrland,PACK
Glenmoril.esm:008478,zzzLrhMq08sc03,Glenmoril.esm:008431,zzzLrhMq08,1,0,Brandt,0,0,,Glenmoril.esm:008479,zzzLrhMq08BrandtGuidePlayerToAccidentSite,PACK
Glenmoril.esm:008478,zzzLrhMq08sc03,Glenmoril.esm:008431,zzzLrhMq08,2,0,Brandt,2,2,,Glenmoril.esm:00847A,zzzLrhMq08BrandtArriveAccidentSite,PACK
Glenmoril.esm:008478,zzzLrhMq08sc03,Glenmoril.esm:008431,zzzLrhMq08,4,0,Brandt,1,1,,Glenmoril.esm:00847A,zzzLrhMq08BrandtArriveAccidentSite,PACK
Glenmoril.esm:0171C6,zzzGHMq05Sc01,Glenmoril.esm:01719C,zzzGHMq05,2,3,Jazel,0,17,,Glenmoril.esm:0171C8,zzzGHMq05JazelStayFrontGate,PACK
Glenmoril.esm:0147D3,zzzGHMq04ScCedric01,Glenmoril.esm:0147BD,zzzGHMq04,1,2,Ozwald,0,0,,Glenmoril.esm:0147D4,zzzGHMq04OzwaldWatchBeastDead,PACK
Glenmoril.esm:0147D3,zzzGHMq04ScCedric01,Glenmoril.esm:0147BD,zzzGHMq04,2,5,Cedric,0,0,,Glenmoril.esm:0147D5,zzzGHMq04CedricStayNearBeastDead,PACK
Glenmoril.esm:0147D3,zzzGHMq04ScCedric01,Glenmoril.esm:0147BD,zzzGHMq04,3,2,Ozwald,1,9,,Glenmoril.esm:0147D4,zzzGHMq04OzwaldWatchBeastDead,PACK
Glenmoril.esm:0147D3,zzzGHMq04ScCedric01,Glenmoril.esm:0147BD,zzzGHMq04,4,5,Cedric,1,9,,Glenmoril.esm:0147D5,zzzGHMq04CedricStayNearBeastDead,PACK
Glenmoril.esm:012393,zzzGHMq03ScPlan,Glenmoril.esm:01230D,zzzGHMq03,1,2,Ozwald,0,1,,Glenmoril.esm:012394,zzzGHMq03OzwaldTalkPlanWithRomion,PACK
Glenmoril.esm:012393,zzzGHMq03ScPlan,Glenmoril.esm:01230D,zzzGHMq03,2,1,Romion,0,1,,Glenmoril.esm:012395,zzzGHMq03RomionTalkPlanWithOzwald,PACK
Glenmoril.esm:012393,zzzGHMq03ScPlan,Glenmoril.esm:01230D,zzzGHMq03,3,2,Ozwald,2,13,,Glenmoril.esm:012394,zzzGHMq03OzwaldTalkPlanWithRomion,PACK
Glenmoril.esm:012393,zzzGHMq03ScPlan,Glenmoril.esm:01230D,zzzGHMq03,4,1,Romion,2,13,,Glenmoril.esm:012395,zzzGHMq03RomionTalkPlanWithOzwald,PACK
Glenmoril.esm:0B1759,zzzLaMMq01ScBriefing,Glenmoril.esm:0B1758,zzzLaMMq01,1,0,Ozwald,0,9,,Glenmoril.esm:0B175A,zzzLamMq01OzwaldBriefing,PACK
Glenmoril.esm:0B1759,zzzLaMMq01ScBriefing,Glenmoril.esm:0B1758,zzzLaMMq01,2,1,Romion,0,9,,Glenmoril.esm:0B175B,zzzLamMq01RomionBriefing,PACK
Glenmoril.esm:00868B,zzzLrhMq10sc01,Glenmoril.esm:008685,zzzLrhMq10,1,0,Jazel,0,0,,Glenmoril.esm:00868C,zzzLrhMq10JazelTalkToBrandt,PACK
Glenmoril.esm:00868B,zzzLrhMq10sc01,Glenmoril.esm:008685,zzzLrhMq10,2,1,Brandt,0,0,,Glenmoril.esm:00868D,zzzLrhMq10BrandtTalkToJazel,PACK
Glenmoril.esm:00868B,zzzLrhMq10sc01,Glenmoril.esm:008685,zzzLrhMq10,3,0,Jazel,1,4,,Glenmoril.esm:00868C,zzzLrhMq10JazelTalkToBrandt,PACK
Glenmoril.esm:00868B,zzzLrhMq10sc01,Glenmoril.esm:008685,zzzLrhMq10,4,1,Brandt,1,5,,Glenmoril.esm:00868D,zzzLrhMq10BrandtTalkToJazel,PACK
Glenmoril.esm:00868B,zzzLrhMq10sc01,Glenmoril.esm:008685,zzzLrhMq10,10,0,Jazel,5,5,,Glenmoril.esm:008698,zzzLrhMq10JazelGoToLalanoah,PACK
Glenmoril.esm:0F42D1,zzzLaMMq02ScOzLast,Glenmoril.esm:0E9E2A,zzzLaMMq02,1,1,OzwaldKillable,0,0,,Glenmoril.esm:0F42D2,zzzLaMMq02OzwaldWaitDeath,PACK
Glenmoril.esm:0F42D1,zzzLaMMq02ScOzLast,Glenmoril.esm:0E9E2A,zzzLaMMq02,2,3,DweGear,0,4,,Glenmoril.esm:0F42D3,zzzLaMMq02DweGearNoticeOzwald,PACK
Glenmoril.esm:0F42D1,zzzLaMMq02ScOzLast,Glenmoril.esm:0E9E2A,zzzLaMMq02,3,1,OzwaldKillable,1,3,,Glenmoril.esm:0F42D2,zzzLaMMq02OzwaldWaitDeath,PACK
Glenmoril.esm:0F42D1,zzzLaMMq02ScOzLast,Glenmoril.esm:0E9E2A,zzzLaMMq02,8,1,OzwaldKillable,4,4,,Glenmoril.esm:0F9535,zzzLaMMq02OzwaldWalkToDeath,PACK
Glenmoril.esm:0F4309,zzzLaMMq02ScMutant,Glenmoril.esm:0E9E2A,zzzLaMMq02,1,17,Mutant,1,1,,Glenmoril.esm:0F430A,zzzLaMMq02MutantLand01,PACK
Glenmoril.esm:0F4309,zzzLaMMq02ScMutant,Glenmoril.esm:0E9E2A,zzzLaMMq02,2,17,Mutant,2,2,,Glenmoril.esm:0F430A,zzzLaMMq02MutantLand01,PACK
Glenmoril.esm:0F4309,zzzLaMMq02ScMutant,Glenmoril.esm:0E9E2A,zzzLaMMq02,6,17,Mutant,3,3,,Glenmoril.esm:0F430B,zzzLaMMq02MutantLand02,PACK
Glenmoril.esm:0F4309,zzzLaMMq02ScMutant,Glenmoril.esm:0E9E2A,zzzLaMMq02,7,17,Mutant,0,0,,Skyrim.esm:0CA348,,
Glenmoril.esm:58DF11,zzzRevCqLeaperSc04,Glenmoril.esm:5872E4,zzzRevCqLeaper,1,0,Leaper,1,1,,Glenmoril.esm:58DF13,zzzRevCqLeaperMonkFindAludin,PACK
Glenmoril.esm:58DF11,zzzRevCqLeaperSc04,Glenmoril.esm:5872E4,zzzRevCqLeaper,5,0,Leaper,2,3,,Glenmoril.esm:58DF13,zzzRevCqLeaperMonkFindAludin,PACK
Glenmoril.esm:0077BC,zzzLrhMq01Sc03,Glenmoril.esm:007733,zzzLrhMq01,1,0,Lalanoah,0,1,,Glenmoril.esm:0077E9,zzzLrhMq01Sc03LalanoahStayFrontTroll,PACK
Glenmoril.esm:0077BC,zzzLrhMq01Sc03,Glenmoril.esm:007733,zzzLrhMq01,2,0,Lalanoah,2,8,,Glenmoril.esm:0077E9,zzzLrhMq01Sc03LalanoahStayFrontTroll,PACK
Glenmoril.esm:0086E1,zzzLrhMq10sc04,Glenmoril.esm:008685,zzzLrhMq10,1,4,Skoll,0,0,,Glenmoril.esm:0086E2,zzzLrhMq10SkollDeliveryMessage,PACK
Glenmoril.esm:0086E1,zzzLrhMq10sc04,Glenmoril.esm:008685,zzzLrhMq10,3,4,Skoll,1,3,,Glenmoril.esm:0086E2,zzzLrhMq10SkollDeliveryMessage,PACK
Glenmoril.esm:0086E1,zzzLrhMq10sc04,Glenmoril.esm:008685,zzzLrhMq10,6,1,Brandt,0,3,,Glenmoril.esm:0086E9,zzzLrhMq10BrandtGetLetterSkoll,PACK
Glenmoril.esm:009C29,zzzGHMq01Sc01,Glenmoril.esm:009B59,zzzGHMq01,1,0,Lalanoah,0,0,,Glenmoril.esm:009C2A,zzzGHMq01LalanoahWakeUpToBrandt,PACK
Glenmoril.esm:009C29,zzzGHMq01Sc01,Glenmoril.esm:009B59,zzzGHMq01,2,0,Lalanoah,1,11,,Glenmoril.esm:009C2A,zzzGHMq01LalanoahWakeUpToBrandt,PACK
Glenmoril.esm:009C29,zzzGHMq01Sc01,Glenmoril.esm:009B59,zzzGHMq01,15,3,Goroll,5,6,,Glenmoril.esm:009C43,zzzGHMq01GorollCalledByBrandt,PACK
Glenmoril.esm:009C29,zzzGHMq01Sc01,Glenmoril.esm:009B59,zzzGHMq01,16,3,Goroll,7,12,,Glenmoril.esm:009C43,zzzGHMq01GorollCalledByBrandt,PACK
Glenmoril.esm:009C29,zzzGHMq01Sc01,Glenmoril.esm:009B59,zzzGHMq01,18,0,Lalanoah,12,13,,Glenmoril.esm:009C46,zzzGHMq01LalanoahBackToBed,PACK
Glenmoril.esm:014CBD,zzzGHMq04Sub01ScSweet,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:014CBE,zzzGHMq04Sc01LalanoahFindSweet,PACK
Glenmoril.esm:014CBD,zzzGHMq04Sub01ScSweet,Glenmoril.esm:014C39,zzzGHMq04Sub01,3,0,Lalanoah,1,8,,Glenmoril.esm:014CBE,zzzGHMq04Sc01LalanoahFindSweet,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:014C3F,zzzGHMq04S01LalanoahTalktoBrandtAtLivingRoom,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,2,1,Brandt,0,0,,Glenmoril.esm:014C40,zzzGHMq04S01BrandtTalkToLalanoahAtLivingRoom,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,3,0,Lalanoah,1,7,,Glenmoril.esm:014C3F,zzzGHMq04S01LalanoahTalktoBrandtAtLivingRoom,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,4,1,Brandt,1,7,,Glenmoril.esm:014C40,zzzGHMq04S01BrandtTalkToLalanoahAtLivingRoom,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,12,2,Goroll,3,4,,Glenmoril.esm:014C4F,zzzGHMq04S01GorollGiveWalletToBrandt,PACK
Glenmoril.esm:014C3E,zzzGHMq04Sub01Sc01,Glenmoril.esm:014C39,zzzGHMq04Sub01,13,2,Goroll,5,5,,Glenmoril.esm:014C4F,zzzGHMq04S01GorollGiveWalletToBrandt,PACK
Glenmoril.esm:014C74,zzzGHMq04Sub01Sc02,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,1,Brandt,0,0,,Glenmoril.esm:014C75,zzzGHMq04S01BrandtMeetOrland,PACK
Glenmoril.esm:014C74,zzzGHMq04Sub01Sc02,Glenmoril.esm:014C39,zzzGHMq04Sub01,2,1,Brandt,1,7,,Glenmoril.esm:014C75,zzzGHMq04S01BrandtMeetOrland,PACK
Glenmoril.esm:4863FD,zzzLaMMqAltSc01,Glenmoril.esm:4863FC,zzzLaMMqAlt,12,0,Jazel,12,12,,Glenmoril.esm:48640C,zzzLaMqAltJazelGoAway,PACK
Glenmoril.esm:5EC026,zzzRevSqChBazura,Glenmoril.esm:5D7AD9,zzzRevSqCheese,2,2,Boss,2,2,,Glenmoril.esm:5EC029,zzzRevSqChBazuraNotciePlayer,PACK
Glenmoril.esm:5EC026,zzzRevSqChBazura,Glenmoril.esm:5D7AD9,zzzRevSqCheese,4,2,Boss,3,3,,Glenmoril.esm:5EC029,zzzRevSqChBazuraNotciePlayer,PACK
Glenmoril.esm:00FEEA,zzzGHMq02Sub01Sc04,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,2,1,Brandt,0,0,,Glenmoril.esm:00FD38,zzzGHMq02SubBrandtGoFrontRoom,PACK
Glenmoril.esm:00FEEA,zzzGHMq02Sub01Sc04,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,3,1,Brandt,1,1,,Glenmoril.esm:00FEED,zzzGHMq02SubBrandtGoinRoom,PACK
Glenmoril.esm:00FEEA,zzzGHMq02Sub01Sc04,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,4,1,Brandt,2,2,,Glenmoril.esm:00FEED,zzzGHMq02SubBrandtGoinRoom,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,1,7,Romion,0,0,,Glenmoril.esm:00FDF3,zzzGHMq02SubRomionLeanTable,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,2,7,Romion,1,3,,Glenmoril.esm:00FDF3,zzzGHMq02SubRomionLeanTable,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,6,7,Romion,4,4,,Glenmoril.esm:00FEB7,zzzGHMq02SubRomionRepairingMbox,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,7,7,Romion,5,10,,Glenmoril.esm:00FEB7,zzzGHMq02SubRomionRepairingMbox,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,8,9,Ozwald,4,4,,Glenmoril.esm:00FEBA,zzzGHMq02SubOzwaldClosetoRomion,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,9,9,Ozwald,5,6,,Glenmoril.esm:00FEBA,zzzGHMq02SubOzwaldClosetoRomion,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,12,9,Ozwald,7,9,,Glenmoril.esm:00FEBF,zzzGHMq02SubOzwaldMoveToDesk,PACK
Glenmoril.esm:00FDF2,zzzGHMq02Sub01Sc03,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,17,7,Romion,11,11,,Glenmoril.esm:00FEC9,zzzGhMq02SubRomionFinishReparing,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,1,0,Brandt,0,0,,Glenmoril.esm:00836F,zzzLrhMq06GatherdNearBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,2,7,Helper02,0,0,,Glenmoril.esm:00836F,zzzLrhMq06GatherdNearBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,3,6,Helper01,0,0,,Glenmoril.esm:00836F,zzzLrhMq06GatherdNearBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,4,6,Helper01,1,1,,Glenmoril.esm:008370,zzzLrhMq06Helper01SearchBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,6,0,Brandt,1,5,,Glenmoril.esm:00836F,zzzLrhMq06GatherdNearBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,8,7,Helper02,1,5,,Glenmoril.esm:00836F,zzzLrhMq06GatherdNearBeast,PACK
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,9,6,Helper01,2,2,,Skyrim.esm:0CA348,,
Glenmoril.esm:00836E,zzzLrhMq06sc06,Glenmoril.esm:0082EE,zzzLrhMq06,15,6,Helper01,3,5,,Glenmoril.esm:008370,zzzLrhMq06Helper01SearchBeast,PACK
Glenmoril.esm:012499,zzzGHMq03ScRecover,Glenmoril.esm:01230D,zzzGHMq03,1,3,Jazel,0,0,,Glenmoril.esm:01249A,zzzGHMq03JazelTravelToOrphan,PACK
Glenmoril.esm:012499,zzzGHMq03ScRecover,Glenmoril.esm:01230D,zzzGHMq03,2,2,Ozwald,0,0,,Glenmoril.esm:01249B,zzzGHMq03OzwaldTravelToOrphan,PACK
Glenmoril.esm:012499,zzzGHMq03ScRecover,Glenmoril.esm:01230D,zzzGHMq03,3,3,Jazel,1,4,,Glenmoril.esm:01249A,zzzGHMq03JazelTravelToOrphan,PACK
Glenmoril.esm:012499,zzzGHMq03ScRecover,Glenmoril.esm:01230D,zzzGHMq03,4,2,Ozwald,1,4,,Glenmoril.esm:01249B,zzzGHMq03OzwaldTravelToOrphan,PACK
Glenmoril.esm:5F9716,zzzRevSub05IntroScSeal,Glenmoril.esm:5F2B94,zzzRevSub05Intro,1,0,Hamah,0,0,,Glenmoril.esm:5F9717,zzzRevSub05IntroHamahMoveToSeal,PACK
Glenmoril.esm:5F9716,zzzRevSub05IntroScSeal,Glenmoril.esm:5F2B94,zzzRevSub05Intro,2,0,Hamah,1,3,,Glenmoril.esm:5F9717,zzzRevSub05IntroHamahMoveToSeal,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,1,1,Brandt,0,0,,Glenmoril.esm:00FD38,zzzGHMq02SubBrandtGoFrontRoom,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,2,0,Lalanoah,0,0,,Glenmoril.esm:00FD39,zzzGHMq02SubLalanoahGoToRoom,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,3,2,Goroll,0,0,,Glenmoril.esm:00FD3A,zzzGHMq02SubGorollGoFrontRoom,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,4,1,Brandt,1,9,,Glenmoril.esm:00FD38,zzzGHMq02SubBrandtGoFrontRoom,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,5,0,Lalanoah,1,9,,Glenmoril.esm:00FD39,zzzGHMq02SubLalanoahGoToRoom,PACK
Glenmoril.esm:00FD37,zzzGHMq02Sub01Sc01,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,6,2,Goroll,1,9,,Glenmoril.esm:00FD3A,zzzGHMq02SubGorollGoFrontRoom,PACK
